Student ID,Distance Z-score,Distance Min-Max Scaled,Score,Maximum,Score / Maximum %
s1b112c16,-0.27979513620061197,0.1349791480565937,259.0,274,0.9452554744525548
s1b50ba0f,0.08227413635372519,0.19216082243347504,210.0,224,0.9375
s1b801c67,0.24335190514382937,0.2367148215175447,31.0,149,0.2080536912751678
s1b98fd4e,-0.2377166271754459,0.1386521301370045,135.0,262,0.5152671755725191
s1baeda84,-0.02833991250232455,0.18437478790646597,165.0,289,0.5709342560553633
s1bf91bb0,0.16578183060231103,0.2156717604945964,229.0,264,0.8674242424242424
s1c72596e,-0.015753781781754198,0.17477643349811312,290.0,304,0.9539473684210527
s1cedb8ee,-0.3344078108400397,0.1257025525884518,278.0,294,0.9455782312925171
s1d182ad5,-0.12745677852107928,0.17847573328086289,216.0,259,0.833976833976834
s1ddb3f19,1.6199522834031492,0.527655816531177,294.0,304,0.9671052631578947
s1ddfd095,-0.422328439132903,0.09401237817352426,283.0,294,0.9625850340136054
s1e4e2c4e,-0.31361142594072583,0.136151921658984,263.0,294,0.8945578231292517
s1e7f0914,-0.5017218736121158,0.08930055083987952,233.0,284,0.8204225352112676
s20087adb,1.398905130742436,0.4871453757639814,184.0,249,0.7389558232931727
s204527a1,0.34479104180305703,0.21747858236934128,153.0,209,0.7320574162679426
s2087a438,0.22814802951214294,0.21559358393351938,223.0,244,0.9139344262295082
s20bc958,-0.058983881878011186,0.16677923788218948,296.0,304,0.9736842105263158
s20d500d1,1.0205501023820815,0.40408364815155245,92.0,220,0.41818181818181815
s20dcd5d,0.14926950480281084,0.21380550264113093,166.0,247,0.6720647773279352
s20ffbd50,0.15118985712335542,0.21700810126123607,298.0,299,0.9966555183946488
s2119809,-0.0537548773673392,0.1297440982257758,0.0,10,0.0
s212a6584,1.6616124954835656,0.6436028694682789,0.0,15,0.0
s21ca2c85,-0.024030110186682087,0.1725924725923055,142.0,232,0.6120689655172413
s21f8d764,0.38719764232172144,0.29938443916905777,101.0,184,0.5489130434782609
s22236310,0.13342088791816806,0.20154766077421007,65.0,104,0.625
s222a409d,0.2555738976421686,0.2202061645134011,224.0,274,0.8175182481751825
s225ff55b,-0.4831857263332041,0.09353681127168222,49.0,104,0.47115384615384615
s22885fe6,-0.31492838039818744,0.131623787418328,285.0,299,0.9531772575250836
s23006e34,0.39124004126871254,0.28426301827389344,100.0,168,0.5952380952380952
s2301c49a,0.32444044361060215,0.29822882878417967,29.0,64,0.453125
s23028753,-0.2221054988620379,0.15016090405462565,232.0,239,0.9707112970711297
s2304e4d8,0.5914421807144561,0.319280018345894,259.0,498,0.5200803212851406
s23411183,-0.36485460411215676,0.11310195795443162,239.0,264,0.9053030303030303
s23693dd7,0.35740611727137456,0.25546068481354356,112.0,201,0.5572139303482587
s23ce8788,-0.3680217890144925,0.10162882108849873,250.0,299,0.8361204013377926
s240f5757,-0.042291523862726915,0.18868086672429288,133.0,248,0.5362903225806451
s24722562,0.8381697044013495,0.3639282662473728,270.0,294,0.9183673469387755
s249f89d0,-0.0577972422717667,0.18357647875582583,189.0,254,0.7440944881889764
s2566bd69,0.04233120734898275,0.19281659838287704,283.0,299,0.9464882943143813
s25964280,-0.006474866792515188,0.17669036346436032,236.0,299,0.7892976588628763
s25e5a71,-0.5605954213982424,0.08345160616758115,244.0,304,0.8026315789473685
s26140705,0.47078165615596673,0.27557583896748844,20.0,122,0.16393442622950818
s26cf9c17,-0.5137205159393013,0.08808476434112211,217.0,279,0.7777777777777778
s26e33d58,0.08091209274679459,0.20975076486096983,275.0,299,0.919732441471572
s2752b03e,-0.49554314201601146,0.09810672644325039,254.0,272,0.9338235294117647
s27cbdbca,-0.2668114131968989,0.13922908842831505,179.0,219,0.817351598173516
s28751b61,-0.3055976801880409,0.12155972749173799,80.0,164,0.4878048780487805
s28f0c24a,-0.1165886702177896,0.2168010346848392,45.0,58,0.7758620689655172
s294ae531,0.4673731045134707,0.2766134147470229,177.0,212,0.8349056603773585
s29a20ed0,0.5132706411731373,0.3191321976529767,15.0,51,0.29411764705882354
s29cd7f2a,-0.25610648206768816,0.1450971159613537,98.0,144,0.6805555555555556
s29e02a9c,-0.07236818215022753,0.1739589041151591,295.0,299,0.9866220735785953
s2a87dd94,0.159642660810124,0.20412567647585436,281.0,299,0.939799331103679
s2aa2578a,-0.5335658764920305,0.0855146612447653,290.0,299,0.9698996655518395
s2abcd7fd,-0.38854881665251784,0.10894350232364654,144.0,209,0.6889952153110048
s2b0aadbb,0.5831205492371593,0.31934239088973493,0.0,20,0.0
s2b0b7847,-0.08989521223421672,0.16034453173965624,212.0,229,0.925764192139738
s2b17538b,-0.290045041093236,0.11464967916546112,255.0,284,0.897887323943662
s2b474606,-0.25984671856688013,0.12588653693974766,182.0,244,0.7459016393442623
s2b75f478,-0.4259916884376249,0.11118730708097073,142.0,189,0.7513227513227513
s2b8ac9db,-0.030852175685283163,0.18084105941568018,168.0,194,0.865979381443299
s2ba2db31,-0.42013097821115725,0.10410600644495993,295.0,299,0.9866220735785953
s2c243bc7,0.17247043629509037,0.2431694482545398,128.0,234,0.5470085470085471
s2c859d3d,0.5364481638320248,0.31209648672870777,131.0,218,0.6009174311926605
s2ce5336d,-0.21720186045466533,0.14228141473583197,194.0,243,0.7983539094650206
s2d43f936,1.5091484084830087,0.49534120406144727,211.0,258,0.8178294573643411
s2e18b447,-0.44784742140095124,0.10109573042277949,244.0,269,0.9070631970260223
s2e3c4216,-0.6321539935667613,0.07253227017887279,235.0,274,0.8576642335766423
